age,workclass,education,marital-status,occupation,race,hours-per-week,Salary
45, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, White,50, >50K
36, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,60, >50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,50, >50K
34, Private, Some-college, Divorced, Prof-specialty, Black,40, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, >50K
51, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, White,40, >50K
56, Private, 12th, Married-civ-spouse, Prof-specialty, White,40, >50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,65, >50K
33, Private, Masters, Divorced, Exec-managerial, White,50, >50K
34, Private, Some-college, Married-civ-spouse, Tech-support, White,40, >50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Black,40, >50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,48, >50K
46, Private, Some-college, Married-civ-spouse, Sales, White,40, >50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander,40, >50K
44, Federal-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Black,40, >50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, >50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
68, Private, HS-grad, Widowed, Exec-managerial, White,10, >50K
54, Private, Bachelors, Married-civ-spouse, Sales, White,50, >50K
67, Private, Some-college, Married-civ-spouse, Handlers-cleaners, White,24, >50K
48, Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White,56, >50K
32, Private, Bachelors, Divorced, Exec-managerial, White,50, >50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
51, ?, Doctorate, Never-married, ?, White,40, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,75, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White,40, >50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,48, >50K
39, Private, Bachelors, Married-civ-spouse, Sales, White,40, >50K
50, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,80, >50K
35, Private, Bachelors, Married-civ-spouse, Tech-support, White,40, >50K
57, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
59, Self-emp-not-inc, Assoc-voc, Never-married, Exec-managerial, White,35, >50K
32, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, White,40, >50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,38, >50K
48, State-gov, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
27, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, White,60, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Black,40, >50K
54, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,30, >50K
42, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, White,45, >50K
46, Private, Bachelors, Married-civ-spouse, Transport-moving, White,40, >50K
22, Private, Some-college, Married-civ-spouse, Transport-moving, White,48, >50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,70, >50K
51, Private, Masters, Married-civ-spouse, Sales, White,50, >50K
52, Private, Doctorate, Married-civ-spouse, Prof-specialty, White,40, >50K
34, Private, Doctorate, Married-civ-spouse, Prof-specialty, White,50, >50K
45, Private, Some-college, Divorced, Craft-repair, White,56, >50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, >50K
79, ?, HS-grad, Married-civ-spouse, ?, White,40, >50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
62, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,15, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
31, Private, Bachelors, Married-civ-spouse, Adm-clerical, White,40, >50K
64, Local-gov, HS-grad, Married-civ-spouse, Other-service, Asian-Pac-Islander,35, >50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Asian-Pac-Islander,56, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
70, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White,35, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, >50K
33, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,60, >50K
40, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Black,40, >50K
73, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, White,99, >50K
40, Private, Bachelors, Married-civ-spouse, Sales, White,45, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
36, Private, Masters, Never-married, Adm-clerical, White,50, >50K
53, Federal-gov, Bachelors, Divorced, Exec-managerial, Black,50, >50K
42, Local-gov, Some-college, Divorced, Transport-moving, White,65, >50K
37, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,40, >50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,60, >50K
48, Self-emp-not-inc, Masters, Widowed, Exec-managerial, White,40, >50K
60, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,48, >50K
44, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White,40, >50K
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Asian-Pac-Islander,40, >50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, White,40, >50K
34, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, White,50, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, >50K
35, Private, Bachelors, Married-civ-spouse, Sales, White,40, >50K
45, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,35, >50K
37, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, White,50, >50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, White,45, >50K
47, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, White,50, >50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Asian-Pac-Islander,40, >50K
78, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,45, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White,40, >50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
31, Local-gov, Bachelors, Married-civ-spouse, Other-service, White,38, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, White,56, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
61, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, White,50, >50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, White,45, >50K
53, Private, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black,36, >50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, White,45, >50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White,40, >50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, White,40, >50K
28, Private, Some-college, Married-civ-spouse, Sales, White,55, >50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Asian-Pac-Islander,40, >50K
41, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, White,70, >50K
33, Private, Bachelors, Never-married, Adm-clerical, White,60, >50K
52, Private, Bachelors, Married-spouse-absent, Prof-specialty, White,30, >50K
42, Private, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
43, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
38, Private, 10th, Married-civ-spouse, Craft-repair, White,40, >50K
28, Private, Bachelors, Married-civ-spouse, Sales, White,45, >50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander,40, >50K
45, Private, Bachelors, Married-civ-spouse, Transport-moving, White,50, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White,40, >50K
64, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, White,60, >50K
30, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, White,45, >50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,70, >50K
48, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White,43, >50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White,50, >50K
39, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
41, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, White,40, >50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, >50K
29, Private, Bachelors, Never-married, Prof-specialty, White,50, >50K
31, ?, Bachelors, Married-civ-spouse, ?, White,20, >50K
46, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
55, State-gov, HS-grad, Married-civ-spouse, Tech-support, White,40, >50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
44, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,55, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
32, Private, 11th, Never-married, Craft-repair, Amer-Indian-Eskimo,60, >50K
39, Private, Bachelors, Widowed, Prof-specialty, White,50, >50K
71, Private, 7th-8th, Widowed, Exec-managerial, White,40, >50K
35, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Asian-Pac-Islander,40, >50K
42, Private, Bachelors, Never-married, Sales, White,50, >50K
51, Private, Assoc-voc, Married-civ-spouse, Tech-support, White,40, >50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
48, Private, Some-college, Married-civ-spouse, Other-service, White,40, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,50, >50K
40, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, White,48, >50K
32, Private, Assoc-acdm, Married-civ-spouse, Tech-support, White,42, >50K
58, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, White,60, >50K
29, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, White,35, >50K
30, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, White,50, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Black,45, >50K
39, Private, Bachelors, Married-civ-spouse, Tech-support, White,50, >50K
41, Private, Assoc-voc, Married-civ-spouse, Other-service, Asian-Pac-Islander,60, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Asian-Pac-Islander,70, >50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, White,60, >50K
43, Private, Bachelors, Married-civ-spouse, Sales, White,40, >50K
40, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White,40, >50K
25, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White,40, >50K
62, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Sales, White,40, >50K
62, Private, Some-college, Married-civ-spouse, Exec-managerial, White,98, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
45, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,45, >50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, White,50, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,53, >50K
66, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,8, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
54, Private, Masters, Married-civ-spouse, Sales, White,68, >50K
40, Private, Bachelors, Divorced, Sales, White,40, >50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,50, >50K
39, Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, White,40, >50K
42, Private, Masters, Married-civ-spouse, Prof-specialty, White,50, >50K
43, Private, Some-college, Married-civ-spouse, Sales, White,40, >50K
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, White,55, >50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,60, >50K
41, Private, Bachelors, Married-civ-spouse, Sales, White,40, >50K
36, Private, Bachelors, Married-civ-spouse, Sales, White,40, >50K
42, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, White,60, >50K
42, Private, Prof-school, Married-civ-spouse, Exec-managerial, White,40, >50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, White,45, >50K
78, Self-emp-inc, HS-grad, Widowed, Sales, White,45, >50K
43, Private, Assoc-voc, Married-civ-spouse, Tech-support, White,32, >50K
32, Private, Bachelors, Married-civ-spouse, Sales, White,42, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
61, Self-emp-inc, Some-college, Married-civ-spouse, Sales, White,35, >50K
45, Private, Masters, Divorced, Exec-managerial, White,70, >50K
31, Private, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
60, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Black,50, >50K
28, Private, Assoc-acdm, Never-married, Exec-managerial, White,65, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
37, Private, HS-grad, Married-civ-spouse, Sales, White,40, >50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White,50, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, White,40, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,45, >50K
53, Private, HS-grad, Married-civ-spouse, Tech-support, White,40, >50K
49, Private, Bachelors, Married-civ-spouse, Sales, Asian-Pac-Islander,50, >50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, White,60, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, White,50, >50K
54, Private, Some-college, Married-civ-spouse, Transport-moving, White,45, >50K
33, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, White,40, >50K
49, Private, Masters, Married-civ-spouse, Sales, White,50, >50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
35, Federal-gov, Doctorate, Never-married, Prof-specialty, Amer-Indian-Eskimo,60, >50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Asian-Pac-Islander,50, >50K
50, Private, Some-college, Married-civ-spouse, Protective-serv, Black,70, >50K
36, Private, Bachelors, Married-civ-spouse, Adm-clerical, White,40, >50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, White,45, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, White,40, >50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Asian-Pac-Islander,40, >50K
57, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,50, >50K
54, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander,40, >50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, White,40, >50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
37, Private, Some-college, Divorced, Exec-managerial, White,40, >50K
57, Private, Bachelors, Married-civ-spouse, Sales, White,55, >50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,45, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, White,40, >50K
50, Private, Bachelors, Married-civ-spouse, Farming-fishing, White,45, >50K
44, Private, 11th, Married-civ-spouse, Prof-specialty, White,36, >50K
50, Private, Some-college, Married-civ-spouse, Sales, Asian-Pac-Islander,50, >50K
53, ?, HS-grad, Married-civ-spouse, ?, White,40, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
46, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
35, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White,35, >50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, White,45, >50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, White,70, >50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
52, Private, HS-grad, Married-civ-spouse, Sales, White,45, >50K
65, Private, HS-grad, Married-civ-spouse, Sales, White,10, >50K
63, Federal-gov, Doctorate, Divorced, Exec-managerial, White,60, >50K
57, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,50, >50K
28, Private, Bachelors, Never-married, Exec-managerial, White,50, >50K
38, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, White,45, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, White,60, >50K
29, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Black,40, >50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, White,45, >50K
32, ?, Bachelors, Married-civ-spouse, ?, White,20, >50K
59, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, White,80, >50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, White,40, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
57, Local-gov, Masters, Married-civ-spouse, Protective-serv, White,14, >50K
50, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, White,40, >50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, White,50, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, >50K
55, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White,40, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
26, Private, Bachelors, Never-married, Craft-repair, White,45, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, White,40, >50K
70, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
49, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White,60, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, White,40, >50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, White,40, >50K
57, Private, Bachelors, Married-civ-spouse, Sales, White,55, >50K
42, Local-gov, Masters, Separated, Exec-managerial, Black,45, >50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, White,30, >50K
29, Private, Bachelors, Never-married, Prof-specialty, White,45, >50K
39, Private, Masters, Never-married, Sales, White,45, >50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, White,65, >50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, >50K
38, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, White,40, >50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,4, >50K
47, Local-gov, HS-grad, Married-civ-spouse, Other-service, White,7, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,60, >50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, White,45, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, White,28, >50K
46, Private, Bachelors, Married-civ-spouse, Sales, White,40, >50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, White,50, >50K
51, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, White,40, >50K
40, Private, Bachelors, Married-civ-spouse, Tech-support, White,40, >50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, White,60, >50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, White,12, >50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,50, >50K
38, Private, Masters, Married-civ-spouse, Prof-specialty, Black,40, >50K
61, Private, Prof-school, Married-civ-spouse, Prof-specialty, White,20, >50K
26, Private, Some-college, Married-civ-spouse, Adm-clerical, White,40, >50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, White,40, >50K
55, State-gov, Some-college, Married-civ-spouse, Protective-serv, White,40, >50K
46, Self-emp-inc, Masters, Divorced, Sales, White,60, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, White,40, >50K
46, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White,40, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, White,40, >50K
38, Federal-gov, Prof-school, Never-married, Prof-specialty, Asian-Pac-Islander,57, >50K
47, Local-gov, Masters, Divorced, Protective-serv, Black,50, >50K
48, Private, Doctorate, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,40, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White,55, >50K
64, Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, White,45, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,45, >50K
34, Private, Masters, Divorced, Prof-specialty, White,60, >50K
71, Private, Bachelors, Never-married, Craft-repair, White,45, >50K
40, Private, 12th, Married-civ-spouse, Prof-specialty, White,40, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,50, >50K
44, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, White,48, >50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, >50K
56, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, >50K
47, Private, Bachelors, Married-civ-spouse, Sales, White,60, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,52, >50K
79, Self-emp-inc, 12th, Widowed, Sales, White,45, >50K
60, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,60, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, White,43, >50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, White,20, >50K
40, Private, Doctorate, Married-civ-spouse, Prof-specialty, White,60, >50K
43, Private, Some-college, Divorced, Tech-support, White,40, >50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,45, >50K
26, Private, Bachelors, Never-married, Exec-managerial, White,45, >50K
50, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
40, Private, HS-grad, Divorced, Sales, White,60, >50K
61, ?, Some-college, Married-civ-spouse, ?, White,30, >50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,15, >50K
27, ?, Bachelors, Married-civ-spouse, ?, White,24, >50K
28, Private, Bachelors, Married-civ-spouse, Adm-clerical, White,40, >50K
34, Private, Bachelors, Married-civ-spouse, Sales, White,50, >50K
57, Private, Masters, Married-civ-spouse, Exec-managerial, White,50, >50K
38, Private, Some-college, Married-civ-spouse, Tech-support, White,40, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White,45, >50K
43, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,45, >50K
59, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,40, >50K
68, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White,40, >50K
46, Local-gov, Masters, Married-civ-spouse, Exec-managerial, White,45, >50K
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, White,40, >50K
48, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, White,70, >50K
50, Private, HS-grad, Married-civ-spouse, Tech-support, White,40, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White,60, >50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, White,40, >50K
62, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
33, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White,40, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, White,50, >50K
30, ?, Bachelors, Married-civ-spouse, ?, Other,40, >50K
25, Private, Masters, Never-married, Prof-specialty, White,40, >50K
35, Private, Assoc-acdm, Divorced, Craft-repair, White,45, >50K
38, Private, Assoc-voc, Married-civ-spouse, Tech-support, White,40, >50K
56, Self-emp-inc, Some-college, Married-civ-spouse, Sales, White,60, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Amer-Indian-Eskimo,70, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,55, >50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, White,55, >50K
41, Private, Some-college, Married-civ-spouse, Sales, White,50, >50K
41, Private, Doctorate, Married-civ-spouse, Exec-managerial, White,50, >50K
62, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White,50, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
31, Private, Masters, Married-civ-spouse, Exec-managerial, White,48, >50K
42, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, White,55, >50K
48, ?, Assoc-acdm, Divorced, ?, White,40, >50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,43, >50K
37, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,45, >50K
66, Private, Bachelors, Married-civ-spouse, Other-service, White,40, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
67, Private, HS-grad, Widowed, Exec-managerial, White,38, >50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White,60, >50K
54, Private, HS-grad, Married-civ-spouse, Sales, White,40, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White,44, >50K
41, Private, Doctorate, Married-civ-spouse, Prof-specialty, White,50, >50K
42, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,50, >50K
44, ?, Bachelors, Married-civ-spouse, ?, White,16, >50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, White,40, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, White,60, >50K
